strain,Sequencing_technology,Primers_used,simple_strain,Primers
SouthAfrica/KRISP-K020494/2021,Illumina Miseq,ARTIC_V3,KRISP-K020494,
SouthAfrica/KRISP-K020495/2021,Illumina Miseq,ARTIC_V3,KRISP-K020495,
SouthAfrica/KRISP-K020496/2021,Illumina Miseq,ARTIC_V3,KRISP-K020496,
SouthAfrica/KRISP-K020497/2021,Illumina Miseq,ARTIC_V3,KRISP-K020497,
SouthAfrica/KRISP-K020498/2021,Illumina Miseq,ARTIC_V3,KRISP-K020498,
SouthAfrica/KRISP-K020499/2021,Illumina Miseq,ARTIC_V3,KRISP-K020499,
SouthAfrica/KRISP-K020500/2021,Illumina Miseq,ARTIC_V3,KRISP-K020500,
SouthAfrica/KRISP-K020501/2021,Illumina Miseq,ARTIC_V3,KRISP-K020501,
SouthAfrica/KRISP-K020503/2021,Illumina Miseq,ARTIC_V3,KRISP-K020503,
SouthAfrica/KRISP-K020504/2021,Illumina Miseq,ARTIC_V3,KRISP-K020504,
SouthAfrica/KRISP-K020505/2021,Illumina Miseq,ARTIC_V3,KRISP-K020505,
SouthAfrica/KRISP-K020506/2021,Illumina Miseq,ARTIC_V3,KRISP-K020506,
SouthAfrica/KRISP-K020508/2021,Illumina Miseq,ARTIC_V3,KRISP-K020508,
SouthAfrica/KRISP-K020509/2021,Illumina Miseq,ARTIC_V3,KRISP-K020509,
SouthAfrica/KRISP-K020511/2021,Illumina Miseq,ARTIC_V3,KRISP-K020511,
SouthAfrica/KRISP-K020515/2021,Illumina Miseq,ARTIC_V3,KRISP-K020515,
SouthAfrica/KRISP-K020517/2021,Illumina Miseq,ARTIC_V3,KRISP-K020517,
SouthAfrica/KRISP-K020518/2021,Illumina Miseq,ARTIC_V3,KRISP-K020518,
SouthAfrica/KRISP-K020529/2021,Illumina Miseq,ARTIC_V3,KRISP-K020529,
SouthAfrica/KRISP-K020531/2021,Illumina Miseq,ARTIC_V3,KRISP-K020531,
SouthAfrica/KRISP-K020534/2021,Illumina Miseq,ARTIC_V3,KRISP-K020534,
SouthAfrica/KRISP-K020535/2021,Illumina Miseq,ARTIC_V3,KRISP-K020535,
SouthAfrica/KRISP-K020540/2021,Illumina Miseq,ARTIC_V3,KRISP-K020540,
SouthAfrica/KRISP-K020541/2021,Illumina Miseq,ARTIC_V3,KRISP-K020541,
SouthAfrica/KRISP-K020550/2021,Illumina Miseq,ARTIC_V3,KRISP-K020550,
SouthAfrica/KRISP-K020551/2021,Illumina Miseq,ARTIC_V3,KRISP-K020551,
SouthAfrica/KRISP-K020552/2021,Illumina Miseq,ARTIC_V3,KRISP-K020552,
SouthAfrica/KRISP-K020553/2021,Illumina Miseq,ARTIC_V3,KRISP-K020553,
SouthAfrica/KRISP-K020556/2021,Illumina Miseq,ARTIC_V3,KRISP-K020556,
SouthAfrica/KRISP-K020557/2021,Illumina Miseq,ARTIC_V3,KRISP-K020557,
SouthAfrica/KRISP-K020562/2021,Illumina Miseq,ARTIC_V3,KRISP-K020562,
SouthAfrica/KRISP-K020563/2021,Illumina Miseq,ARTIC_V3,KRISP-K020563,
SouthAfrica/KRISP-K020564/2021,Illumina Miseq,ARTIC_V3,KRISP-K020564,
SouthAfrica/KRISP-K020565/2021,Illumina Miseq,ARTIC_V3,KRISP-K020565,
SouthAfrica/KRISP-K020566/2021,Illumina Miseq,ARTIC_V3,KRISP-K020566,
SouthAfrica/KRISP-K020567/2021,Illumina Miseq,ARTIC_V3,KRISP-K020567,
SouthAfrica/KRISP-K020568/2021,Illumina Miseq,ARTIC_V3,KRISP-K020568,
SouthAfrica/KRISP-K020569/2021,Illumina Miseq,ARTIC_V3,KRISP-K020569,
SouthAfrica/KRISP-K020570/2021,Illumina Miseq,ARTIC_V3,KRISP-K020570,
SouthAfrica/KRISP-K020571/2021,Illumina Miseq,ARTIC_V3,KRISP-K020571,
SouthAfrica/KRISP-K020572/2021,Illumina Miseq,ARTIC_V3,KRISP-K020572,
SouthAfrica/KRISP-K020576/2021,Illumina Miseq,ARTIC_V3,KRISP-K020576,
SouthAfrica/KRISP-K020582/2021,Illumina Miseq,ARTIC_V3,KRISP-K020582,
SouthAfrica/KRISP-K020583/2021,Illumina Miseq,ARTIC_V3,KRISP-K020583,
SouthAfrica/KRISP-K020584/2021,Illumina Miseq,ARTIC_V3,KRISP-K020584,
SouthAfrica/KRISP-K020586/2021,Illumina Miseq,ARTIC_V3,KRISP-K020586,
SouthAfrica/KRISP-K020589/2021,Illumina Miseq,ARTIC_V3,KRISP-K020589,
SouthAfrica/KRISP-K020591/2021,Illumina Miseq,ARTIC_V3,KRISP-K020591,
SouthAfrica/KRISP-K020593/2021,Illumina Miseq,ARTIC_V3,KRISP-K020593,
SouthAfrica/KRISP-K020599/2021,Illumina Miseq,ARTIC_V3,KRISP-K020599,
SouthAfrica/KRISP-K020601/2021,Illumina Miseq,ARTIC_V3,KRISP-K020601,
SouthAfrica/KRISP-K020602/2021,Illumina Miseq,ARTIC_V3,KRISP-K020602,
SouthAfrica/KRISP-K020604/2021,Illumina Miseq,ARTIC_V3,KRISP-K020604,
SouthAfrica/KRISP-K020605/2021,Illumina Miseq,ARTIC_V3,KRISP-K020605,
SouthAfrica/KRISP-K020606/2021,Illumina Miseq,ARTIC_V3,KRISP-K020606,
SouthAfrica/KRISP-K020607/2021,Illumina Miseq,ARTIC_V3,KRISP-K020607,
SouthAfrica/KRISP-K020609/2021,Illumina Miseq,ARTIC_V3,KRISP-K020609,
SouthAfrica/KRISP-K020610/2021,Illumina Miseq,ARTIC_V3,KRISP-K020610,
SouthAfrica/KRISP-K020614/2021,Illumina Miseq,ARTIC_V3,KRISP-K020614,
SouthAfrica/KRISP-K020615/2021,Illumina Miseq,ARTIC_V3,KRISP-K020615,
SouthAfrica/KRISP-K020616/2021,Illumina Miseq,ARTIC_V3,KRISP-K020616,
SouthAfrica/KRISP-K020617/2021,Illumina Miseq,ARTIC_V3,KRISP-K020617,
SouthAfrica/KRISP-K020619/2021,Illumina Miseq,ARTIC_V3,KRISP-K020619,
SouthAfrica/KRISP-K020622/2021,Illumina Miseq,ARTIC_V3,KRISP-K020622,
SouthAfrica/KRISP-K020623/2021,Illumina Miseq,ARTIC_V3,KRISP-K020623,
SouthAfrica/KRISP-K020627/2021,Illumina Miseq,ARTIC_V3,KRISP-K020627,
SouthAfrica/KRISP-K020628/2021,Illumina Miseq,ARTIC_V3,KRISP-K020628,
SouthAfrica/KRISP-K020629/2021,Illumina Miseq,ARTIC_V3,KRISP-K020629,
SouthAfrica/KRISP-K020630/2021,Illumina Miseq,ARTIC_V3,KRISP-K020630,
SouthAfrica/KRISP-K020632/2021,Illumina Miseq,ARTIC_V3,KRISP-K020632,
SouthAfrica/KRISP-K020634/2021,Illumina Miseq,ARTIC_V3,KRISP-K020634,
SouthAfrica/KRISP-K020637/2021,Illumina Miseq,ARTIC_V3,KRISP-K020637,
SouthAfrica/KRISP-K020638/2021,Illumina Miseq,ARTIC_V3,KRISP-K020638,
SouthAfrica/KRISP-K020640/2021,Illumina Miseq,ARTIC_V3,KRISP-K020640,
SouthAfrica/KRISP-K020643/2021,Illumina Miseq,ARTIC_V3,KRISP-K020643,
SouthAfrica/KRISP-K020644/2021,Illumina Miseq,ARTIC_V3,KRISP-K020644,
SouthAfrica/KRISP-K020645/2021,Illumina Miseq,ARTIC_V3,KRISP-K020645,
SouthAfrica/KRISP-K020646/2021,Illumina Miseq,ARTIC_V3,KRISP-K020646,
SouthAfrica/KRISP-K020660/2021,Illumina Miseq,ARTIC_V3,KRISP-K020660,
SouthAfrica/KRISP-K020698/2021,Illumina Miseq,ARTIC_V3,KRISP-K020698,
SouthAfrica/KRISP-K020699/2021,Illumina Miseq,ARTIC_V3,KRISP-K020699,
SouthAfrica/KRISP-K020700/2021,Illumina Miseq,ARTIC_V3,KRISP-K020700,
SouthAfrica/KRISP-K020701/2021,Illumina Miseq,ARTIC_V3,KRISP-K020701,
SouthAfrica/KRISP-K020702/2021,Illumina Miseq,ARTIC_V3,KRISP-K020702,
SouthAfrica/KRISP-K020703/2021,Illumina Miseq,ARTIC_V3,KRISP-K020703,
SouthAfrica/KRISP-K020704/2021,Illumina Miseq,ARTIC_V3,KRISP-K020704,
SouthAfrica/KRISP-K020705/2021,Illumina Miseq,ARTIC_V3,KRISP-K020705,
SouthAfrica/KRISP-K020706/2021,Illumina Miseq,ARTIC_V3,KRISP-K020706,
SouthAfrica/KRISP-K020707/2021,Illumina Miseq,ARTIC_V3,KRISP-K020707,
SouthAfrica/KRISP-K020708/2021,Illumina Miseq,ARTIC_V3,KRISP-K020708,
SouthAfrica/KRISP-K020713/2021,Illumina Miseq,ARTIC_V3,KRISP-K020713,
SouthAfrica/KRISP-K020716/2021,Illumina Miseq,ARTIC_V3,KRISP-K020716,
SouthAfrica/KRISP-K020717/2021,Illumina Miseq,ARTIC_V3,KRISP-K020717,
SouthAfrica/KRISP-K020718/2021,Illumina Miseq,ARTIC_V3,KRISP-K020718,
SouthAfrica/KRISP-K020719/2021,Illumina Miseq,ARTIC_V3,KRISP-K020719,
SouthAfrica/KRISP-K020720/2021,Illumina Miseq,ARTIC_V3,KRISP-K020720,
SouthAfrica/KRISP-K020730/2021,Illumina Miseq,ARTIC_V3,KRISP-K020730,
SouthAfrica/KRISP-K020731/2021,Illumina Miseq,ARTIC_V3,KRISP-K020731,
SouthAfrica/KRISP-K020734/2021,Illumina Miseq,ARTIC_V3,KRISP-K020734,
SouthAfrica/KRISP-K020737/2021,Illumina Miseq,ARTIC_V3,KRISP-K020737,
SouthAfrica/KRISP-K020738/2021,Illumina Miseq,ARTIC_V3,KRISP-K020738,
SouthAfrica/KRISP-K020739/2021,Illumina Miseq,ARTIC_V3,KRISP-K020739,
SouthAfrica/KRISP-K020740/2021,Illumina Miseq,ARTIC_V3,KRISP-K020740,
SouthAfrica/KRISP-K020741/2021,Illumina Miseq,ARTIC_V3,KRISP-K020741,
SouthAfrica/KRISP-K020742/2021,Illumina Miseq,ARTIC_V3,KRISP-K020742,
SouthAfrica/KRISP-K020743/2021,Illumina Miseq,ARTIC_V3,KRISP-K020743,
SouthAfrica/KRISP-K020744/2021,Illumina Miseq,ARTIC_V3,KRISP-K020744,
SouthAfrica/KRISP-K020745/2021,Illumina Miseq,ARTIC_V3,KRISP-K020745,
SouthAfrica/KRISP-K020746/2021,Illumina Miseq,ARTIC_V3,KRISP-K020746,
SouthAfrica/KRISP-K020747/2021,Illumina Miseq,ARTIC_V3,KRISP-K020747,
SouthAfrica/KRISP-K020748/2021,Illumina Miseq,ARTIC_V3,KRISP-K020748,
SouthAfrica/KRISP-K020749/2021,Illumina Miseq,ARTIC_V3,KRISP-K020749,
SouthAfrica/KRISP-K020750/2021,Illumina Miseq,ARTIC_V3,KRISP-K020750,
SouthAfrica/KRISP-K020751/2021,Illumina Miseq,ARTIC_V3,KRISP-K020751,
SouthAfrica/KRISP-K020757/2021,Illumina Miseq,ARTIC_V3,KRISP-K020757,
SouthAfrica/KRISP-K020764/2021,Illumina Miseq,ARTIC_V3,KRISP-K020764,
SouthAfrica/KRISP-K020765/2021,Illumina Miseq,ARTIC_V3,KRISP-K020765,
SouthAfrica/KRISP-K020766/2021,Illumina Miseq,ARTIC_V3,KRISP-K020766,
SouthAfrica/KRISP-K020767/2021,Illumina Miseq,ARTIC_V3,KRISP-K020767,
SouthAfrica/KRISP-K020768/2021,Illumina Miseq,ARTIC_V3,KRISP-K020768,
SouthAfrica/KRISP-K020774/2021,Illumina Miseq,ARTIC_V3,KRISP-K020774,
SouthAfrica/KRISP-K020776/2021,Illumina Miseq,ARTIC_V3,KRISP-K020776,
SouthAfrica/KRISP-K020778/2021,Illumina Miseq,ARTIC_V3,KRISP-K020778,
SouthAfrica/KRISP-K020779/2021,Illumina Miseq,ARTIC_V3,KRISP-K020779,
SouthAfrica/KRISP-K021041/2021,Illumina Miseq,ARTIC_V3,KRISP-K021041,
SouthAfrica/KRISP-K021042/2021,Illumina Miseq,ARTIC_V3,KRISP-K021042,
SouthAfrica/KRISP-K021044/2021,Illumina Miseq,ARTIC_V3,KRISP-K021044,
SouthAfrica/KRISP-K021045/2021,Illumina Miseq,ARTIC_V3,KRISP-K021045,
SouthAfrica/KRISP-K021046/2021,Illumina Miseq,ARTIC_V3,KRISP-K021046,
SouthAfrica/KRISP-K021049/2021,Illumina Miseq,ARTIC_V3,KRISP-K021049,
SouthAfrica/KRISP-K021050/2021,Illumina Miseq,ARTIC_V3,KRISP-K021050,
SouthAfrica/KRISP-K021051/2021,Illumina Miseq,ARTIC_V3,KRISP-K021051,
SouthAfrica/KRISP-K021056/2021,Illumina Miseq,ARTIC_V3,KRISP-K021056,
SouthAfrica/KRISP-K021057/2021,Illumina Miseq,ARTIC_V3,KRISP-K021057,
SouthAfrica/KRISP-K021059/2021,Illumina Miseq,ARTIC_V3,KRISP-K021059,
SouthAfrica/KRISP-K021061/2021,Illumina Miseq,ARTIC_V3,KRISP-K021061,
SouthAfrica/KRISP-K021062/2021,Illumina Miseq,ARTIC_V3,KRISP-K021062,
SouthAfrica/KRISP-K021063/2021,Illumina Miseq,ARTIC_V3,KRISP-K021063,
SouthAfrica/KRISP-K021064/2021,Illumina Miseq,ARTIC_V3,KRISP-K021064,
SouthAfrica/KRISP-K021065/2021,Illumina Miseq,ARTIC_V3,KRISP-K021065,
SouthAfrica/KRISP-K021066/2021,Illumina Miseq,ARTIC_V3,KRISP-K021066,
SouthAfrica/KRISP-K021069/2021,Illumina Miseq,ARTIC_V3,KRISP-K021069,
SouthAfrica/KRISP-K021070/2021,Illumina Miseq,ARTIC_V3,KRISP-K021070,
SouthAfrica/KRISP-K021071/2021,Illumina Miseq,ARTIC_V3,KRISP-K021071,
SouthAfrica/KRISP-K021072/2021,Illumina Miseq,ARTIC_V3,KRISP-K021072,
SouthAfrica/KRISP-K021073/2021,Illumina Miseq,ARTIC_V3,KRISP-K021073,
SouthAfrica/KRISP-K021074/2021,Illumina Miseq,ARTIC_V3,KRISP-K021074,
SouthAfrica/KRISP-K021075/2021,Illumina Miseq,ARTIC_V3,KRISP-K021075,
SouthAfrica/KRISP-K021077/2021,Illumina Miseq,ARTIC_V3,KRISP-K021077,
SouthAfrica/KRISP-K021078/2021,Illumina Miseq,ARTIC_V3,KRISP-K021078,
SouthAfrica/KRISP-K021080/2021,Illumina Miseq,ARTIC_V3,KRISP-K021080,
SouthAfrica/KRISP-K021081/2021,Illumina Miseq,ARTIC_V3,KRISP-K021081,
SouthAfrica/KRISP-K021088/2021,Illumina Miseq,ARTIC_V3,KRISP-K021088,
SouthAfrica/KRISP-K021089/2021,Illumina Miseq,ARTIC_V3,KRISP-K021089,
SouthAfrica/KRISP-K021090/2021,Illumina Miseq,ARTIC_V3,KRISP-K021090,
SouthAfrica/KRISP-K021091/2021,Illumina Miseq,ARTIC_V3,KRISP-K021091,
SouthAfrica/KRISP-K021092/2021,Illumina Miseq,ARTIC_V3,KRISP-K021092,
SouthAfrica/KRISP-K021094/2021,Illumina Miseq,ARTIC_V3,KRISP-K021094,
SouthAfrica/KRISP-K021095/2021,Illumina Miseq,ARTIC_V3,KRISP-K021095,
SouthAfrica/KRISP-K021096/2021,Illumina Miseq,ARTIC_V3,KRISP-K021096,
SouthAfrica/KRISP-K021098/2021,Illumina Miseq,ARTIC_V3,KRISP-K021098,
SouthAfrica/KRISP-K021099/2021,Illumina Miseq,ARTIC_V3,KRISP-K021099,
SouthAfrica/KRISP-K021101/2021,Illumina Miseq,ARTIC_V3,KRISP-K021101,
SouthAfrica/KRISP-K021104/2021,Illumina Miseq,ARTIC_V3,KRISP-K021104,
SouthAfrica/KRISP-K021105/2021,Illumina Miseq,ARTIC_V3,KRISP-K021105,
SouthAfrica/KRISP-K021107/2021,Illumina Miseq,ARTIC_V3,KRISP-K021107,
SouthAfrica/KRISP-K021108/2021,Illumina Miseq,ARTIC_V3,KRISP-K021108,
SouthAfrica/KRISP-K021109/2021,Illumina Miseq,ARTIC_V3,KRISP-K021109,
SouthAfrica/KRISP-K021110/2021,Illumina Miseq,ARTIC_V3,KRISP-K021110,
SouthAfrica/KRISP-K021112/2021,Illumina Miseq,ARTIC_V3,KRISP-K021112,
SouthAfrica/KRISP-K021114/2021,Illumina Miseq,ARTIC_V3,KRISP-K021114,
SouthAfrica/KRISP-K021230/2021,Illumina Miseq,ARTIC_V3,KRISP-K021230,
SouthAfrica/KRISP-K021231/2021,Illumina Miseq,ARTIC_V3,KRISP-K021231,
SouthAfrica/KRISP-K021232/2021,Illumina Miseq,ARTIC_V3,KRISP-K021232,
SouthAfrica/KRISP-K021233/2021,Illumina Miseq,ARTIC_V3,KRISP-K021233,
SouthAfrica/KRISP-K021234/2021,Illumina Miseq,ARTIC_V3,KRISP-K021234,
SouthAfrica/KRISP-K021236/2021,Illumina Miseq,ARTIC_V3,KRISP-K021236,
SouthAfrica/KRISP-K021237/2021,Illumina Miseq,ARTIC_V3,KRISP-K021237,
SouthAfrica/KRISP-K021239/2021,Illumina Miseq,ARTIC_V3,KRISP-K021239,
SouthAfrica/KRISP-K021242/2021,Illumina Miseq,ARTIC_V3,KRISP-K021242,
SouthAfrica/KRISP-K021243/2021,Illumina Miseq,ARTIC_V3,KRISP-K021243,
SouthAfrica/KRISP-K021245/2021,Illumina Miseq,ARTIC_V3,KRISP-K021245,
SouthAfrica/KRISP-K021246/2021,Illumina Miseq,ARTIC_V3,KRISP-K021246,
SouthAfrica/KRISP-K021247/2021,Illumina Miseq,ARTIC_V3,KRISP-K021247,
SouthAfrica/KRISP-K021248/2021,Illumina Miseq,ARTIC_V3,KRISP-K021248,
SouthAfrica/KRISP-K021249/2021,Illumina Miseq,ARTIC_V3,KRISP-K021249,
SouthAfrica/KRISP-K021250/2021,Illumina Miseq,ARTIC_V3,KRISP-K021250,
SouthAfrica/KRISP-K021251/2021,Illumina Miseq,ARTIC_V3,KRISP-K021251,
SouthAfrica/KRISP-K021253/2021,Illumina Miseq,ARTIC_V3,KRISP-K021253,
SouthAfrica/KRISP-K021254/2021,Illumina Miseq,ARTIC_V3,KRISP-K021254,
SouthAfrica/KRISP-K021257/2021,Illumina Miseq,ARTIC_V3,KRISP-K021257,
SouthAfrica/KRISP-K021261/2021,Illumina Miseq,ARTIC_V3,KRISP-K021261,
SouthAfrica/KRISP-K021263/2021,Illumina Miseq,ARTIC_V3,KRISP-K021263,
SouthAfrica/KRISP-K021265/2021,Illumina Miseq,ARTIC_V3,KRISP-K021265,
SouthAfrica/KRISP-K021266/2021,Illumina Miseq,ARTIC_V3,KRISP-K021266,
SouthAfrica/KRISP-K021267/2021,Illumina Miseq,ARTIC_V3,KRISP-K021267,
SouthAfrica/KRISP-K021269/2021,Illumina Miseq,ARTIC_V3,KRISP-K021269,
SouthAfrica/KRISP-K021270/2021,Illumina Miseq,ARTIC_V3,KRISP-K021270,
SouthAfrica/KRISP-K021271/2021,Illumina Miseq,ARTIC_V3,KRISP-K021271,
SouthAfrica/KRISP-K021272/2021,Illumina Miseq,ARTIC_V3,KRISP-K021272,
SouthAfrica/KRISP-K021273/2021,Illumina Miseq,ARTIC_V3,KRISP-K021273,
SouthAfrica/KRISP-K021275/2021,Illumina Miseq,ARTIC_V3,KRISP-K021275,
SouthAfrica/KRISP-K021277/2021,Illumina Miseq,ARTIC_V3,KRISP-K021277,
SouthAfrica/KRISP-K021278/2021,Illumina Miseq,ARTIC_V3,KRISP-K021278,
SouthAfrica/KRISP-K021279/2021,Illumina Miseq,ARTIC_V3,KRISP-K021279,
SouthAfrica/KRISP-K021280/2021,Illumina Miseq,ARTIC_V3,KRISP-K021280,
SouthAfrica/KRISP-K021283/2021,Illumina Miseq,ARTIC_V3,KRISP-K021283,
SouthAfrica/KRISP-K021284/2021,Illumina Miseq,ARTIC_V3,KRISP-K021284,
SouthAfrica/KRISP-K021287/2021,Illumina Miseq,ARTIC_V3,KRISP-K021287,
SouthAfrica/KRISP-K021288/2021,Illumina Miseq,ARTIC_V3,KRISP-K021288,
SouthAfrica/KRISP-K021289/2021,Illumina Miseq,ARTIC_V3,KRISP-K021289,
SouthAfrica/KRISP-K021290/2021,Illumina Miseq,ARTIC_V3,KRISP-K021290,
SouthAfrica/KRISP-K021291/2021,Illumina Miseq,ARTIC_V3,KRISP-K021291,
SouthAfrica/KRISP-K021292/2021,Illumina Miseq,ARTIC_V3,KRISP-K021292,
SouthAfrica/KRISP-K021294/2021,Illumina Miseq,ARTIC_V3,KRISP-K021294,
SouthAfrica/KRISP-K021295/2021,Illumina Miseq,ARTIC_V3,KRISP-K021295,
SouthAfrica/KRISP-K021297/2021,Illumina Miseq,ARTIC_V3,KRISP-K021297,
SouthAfrica/KRISP-K021298/2021,Illumina Miseq,ARTIC_V3,KRISP-K021298,
SouthAfrica/KRISP-K021299/2021,Illumina Miseq,ARTIC_V3,KRISP-K021299,
SouthAfrica/KRISP-K021300/2021,Illumina Miseq,ARTIC_V3,KRISP-K021300,
SouthAfrica/KRISP-K021301/2021,Illumina Miseq,ARTIC_V3,KRISP-K021301,
SouthAfrica/KRISP-K021302/2021,Illumina Miseq,ARTIC_V3,KRISP-K021302,
SouthAfrica/KRISP-K021303/2021,Illumina Miseq,ARTIC_V3,KRISP-K021303,
SouthAfrica/KRISP-K021304/2021,Illumina Miseq,ARTIC_V3,KRISP-K021304,
SouthAfrica/KRISP-K021305/2021,Illumina Miseq,ARTIC_V3,KRISP-K021305,
SouthAfrica/KRISP-K021306/2021,Illumina Miseq,ARTIC_V3,KRISP-K021306,
SouthAfrica/KRISP-K021309/2021,Illumina Miseq,ARTIC_V3,KRISP-K021309,
SouthAfrica/KRISP-K021310/2021,Illumina Miseq,ARTIC_V3,KRISP-K021310,
SouthAfrica/KRISP-K021311/2021,Illumina Miseq,ARTIC_V3,KRISP-K021311,
SouthAfrica/KRISP-K021312/2021,Illumina Miseq,ARTIC_V3,KRISP-K021312,
SouthAfrica/KRISP-K021314/2021,Illumina Miseq,ARTIC_V3,KRISP-K021314,
SouthAfrica/KRISP-K021315/2021,Illumina Miseq,ARTIC_V3,KRISP-K021315,
SouthAfrica/KRISP-K021319/2021,Illumina Miseq,ARTIC_V3,KRISP-K021319,
SouthAfrica/KRISP-K021320/2021,Illumina Miseq,ARTIC_V3,KRISP-K021320,
SouthAfrica/KRISP-K021321/2021,Illumina Miseq,ARTIC_V3,KRISP-K021321,
SouthAfrica/KRISP-K021397/2021,Illumina Miseq,ARTIC_V3,KRISP-K021397,
SouthAfrica/KRISP-K021399/2021,Illumina Miseq,ARTIC_V3,KRISP-K021399,
SouthAfrica/KRISP-K021402/2021,Illumina Miseq,ARTIC_V3,KRISP-K021402,
SouthAfrica/KRISP-K021406/2021,Illumina Miseq,ARTIC_V3,KRISP-K021406,
SouthAfrica/KRISP-K021407/2021,Illumina Miseq,ARTIC_V3,KRISP-K021407,
SouthAfrica/KRISP-K021408/2021,Illumina Miseq,ARTIC_V3,KRISP-K021408,
SouthAfrica/KRISP-K021769/2021,Illumina Miseq,ARTIC_V3,KRISP-K021769,
SouthAfrica/KRISP-K021771/2021,Illumina Miseq,ARTIC_V3,KRISP-K021771,
SouthAfrica/KRISP-K021772/2021,Illumina Miseq,ARTIC_V3,KRISP-K021772,
SouthAfrica/KRISP-K021773/2021,Illumina Miseq,ARTIC_V3,KRISP-K021773,
SouthAfrica/KRISP-K021774/2021,Illumina Miseq,ARTIC_V3,KRISP-K021774,
SouthAfrica/KRISP-K021775/2021,Illumina Miseq,ARTIC_V3,KRISP-K021775,
SouthAfrica/KRISP-K021776/2021,Illumina Miseq,ARTIC_V3,KRISP-K021776,
SouthAfrica/KRISP-K021777/2021,Illumina Miseq,ARTIC_V3,KRISP-K021777,
SouthAfrica/KRISP-K021779/2021,Illumina Miseq,ARTIC_V3,KRISP-K021779,
SouthAfrica/KRISP-K021781/2021,Illumina Miseq,ARTIC_V3,KRISP-K021781,
SouthAfrica/KRISP-K021782/2021,Illumina Miseq,ARTIC_V3,KRISP-K021782,
SouthAfrica/KRISP-K021783/2021,Illumina Miseq,ARTIC_V3,KRISP-K021783,
SouthAfrica/KRISP-K021784/2021,Illumina Miseq,ARTIC_V3,KRISP-K021784,
SouthAfrica/KRISP-K021785/2021,Illumina Miseq,ARTIC_V3,KRISP-K021785,
SouthAfrica/KRISP-K021786/2021,Illumina Miseq,ARTIC_V3,KRISP-K021786,
SouthAfrica/KRISP-K021788/2021,Illumina Miseq,ARTIC_V3,KRISP-K021788,
SouthAfrica/KRISP-K021789/2021,Illumina Miseq,ARTIC_V3,KRISP-K021789,
SouthAfrica/KRISP-K021790/2021,Illumina Miseq,ARTIC_V3,KRISP-K021790,
SouthAfrica/KRISP-K021791/2021,Illumina Miseq,ARTIC_V3,KRISP-K021791,
SouthAfrica/KRISP-K021792/2021,Illumina Miseq,ARTIC_V3,KRISP-K021792,
SouthAfrica/KRISP-K021793/2021,Illumina Miseq,ARTIC_V3,KRISP-K021793,
SouthAfrica/KRISP-K021794/2021,Illumina Miseq,ARTIC_V3,KRISP-K021794,
SouthAfrica/KRISP-K021796/2021,Illumina Miseq,ARTIC_V3,KRISP-K021796,
SouthAfrica/KRISP-K021797/2021,Illumina Miseq,ARTIC_V3,KRISP-K021797,
SouthAfrica/KRISP-K021798/2021,Illumina Miseq,ARTIC_V3,KRISP-K021798,
SouthAfrica/KRISP-K021799/2021,Illumina Miseq,ARTIC_V3,KRISP-K021799,
SouthAfrica/KRISP-K021800/2021,Illumina Miseq,ARTIC_V3,KRISP-K021800,
SouthAfrica/KRISP-K021801/2021,Illumina Miseq,ARTIC_V3,KRISP-K021801,
SouthAfrica/KRISP-K021803/2021,Illumina Miseq,ARTIC_V3,KRISP-K021803,
SouthAfrica/KRISP-K021805/2021,Illumina Miseq,ARTIC_V3,KRISP-K021805,
SouthAfrica/KRISP-K021807/2021,Illumina Miseq,ARTIC_V3,KRISP-K021807,
SouthAfrica/KRISP-K021808/2021,Illumina Miseq,ARTIC_V3,KRISP-K021808,
SouthAfrica/KRISP-K021809/2021,Illumina Miseq,ARTIC_V3,KRISP-K021809,
SouthAfrica/KRISP-K021811/2021,Illumina Miseq,ARTIC_V3,KRISP-K021811,
SouthAfrica/KRISP-K021812/2021,Illumina Miseq,ARTIC_V3,KRISP-K021812,
SouthAfrica/KRISP-K021813/2021,Illumina Miseq,ARTIC_V3,KRISP-K021813,
SouthAfrica/KRISP-K021814/2021,Illumina Miseq,ARTIC_V3,KRISP-K021814,
SouthAfrica/KRISP-K021815/2021,Illumina Miseq,ARTIC_V3,KRISP-K021815,
SouthAfrica/KRISP-K021816/2021,Illumina Miseq,ARTIC_V3,KRISP-K021816,
SouthAfrica/KRISP-K021817/2021,Illumina Miseq,ARTIC_V3,KRISP-K021817,
SouthAfrica/KRISP-K021818/2021,Illumina Miseq,ARTIC_V3,KRISP-K021818,
SouthAfrica/KRISP-K021819/2021,Illumina Miseq,ARTIC_V3,KRISP-K021819,
SouthAfrica/KRISP-K021820/2021,Illumina Miseq,ARTIC_V3,KRISP-K021820,
SouthAfrica/KRISP-K021821/2021,Illumina Miseq,ARTIC_V3,KRISP-K021821,
SouthAfrica/KRISP-K021822/2021,Illumina Miseq,ARTIC_V3,KRISP-K021822,
SouthAfrica/KRISP-K021823/2021,Illumina Miseq,ARTIC_V3,KRISP-K021823,
SouthAfrica/KRISP-K021825/2021,Illumina Miseq,ARTIC_V3,KRISP-K021825,
SouthAfrica/KRISP-K021826/2021,Illumina Miseq,ARTIC_V3,KRISP-K021826,
SouthAfrica/KRISP-K021828/2021,Illumina Miseq,ARTIC_V3,KRISP-K021828,
SouthAfrica/KRISP-K021829/2021,Illumina Miseq,ARTIC_V3,KRISP-K021829,
